#Frame,AgentID,X,Y,Z,
0,1001,-12.7177,0,15.8108,
0,1002,-12.6948,0,14.147,
0,1003,-12.6754,0,11.2807,
0,1004,-12.7191,0,11.7945,
0,1005,-12.728,0,17.0436,
0,1006,-12.7384,0,4.57749,
0,1007,-12.6878,0,-3.32728,
0,1008,-12.7921,0,2.41673,
0,1009,-12.8026,0,2.13537,
0,1010,-12.7185,0,2.65213,
0,1011,-12.694,0,-4.31616,
0,1012,-12.81,0,2.75301,
0,1013,-12.724,0,-6.13383,
0,1014,-12.7669,0,3.38681,
0,1015,-12.8007,0,2.5728,
0,1016,-12.7328,0,3.0368,
0,1017,-12.7164,0,-2.77198,
0,1018,-12.6248,0,4.19916,
0,1019,-12.7125,0,-5.96435,
0,1020,-12.6547,0,-6.83757,
0,1021,-12.7363,0,3.84193,
0,1022,-12.6986,0,-2.2723,
0,1023,-12.6265,0,-5.76009,
0,1024,-12.9554,0,4.1805,
0,1025,-12.7786,0,-5.61712,
0,1026,-12.6382,0,2.17201,
0,1027,-12.7533,0,6.41982,
0,1028,-12.65,0,-6.38563,
0,1029,-12.733,0,-0.799761,
0,1030,-12.7226,0,-0.29987,
0,1031,-12.6925,0,-3.79493,
0,1032,-12.7499,0,-18.5573,
0,1033,-12.7468,0,-18.9885,
0,1034,-12.7508,0,-17.1219,
0,1035,-12.7409,0,-16.2878,
0,1036,-12.7676,0,-13.7476,
0,1037,-12.7106,0,-16.5306,
0,1038,-12.7227,0,-17.8976,
0,1039,-12.7304,0,-19.4885,
0,1040,-12.7763,0,-14.8152,
0,1041,-12.6898,0,-23.7392,
0,1042,-12.736,0,-18.3474,
0,1043,-12.8147,0,-11.5338,
0,1044,-12.7687,0,-16.7435,
0,1045,-12.8433,0,-16.5928,
0,1046,-12.6751,0,-23.1357,
0,1047,-12.7634,0,-16.9421,
0,1048,-12.683,0,-22.284,
0,1049,-12.7523,0,-14.4037,
0,1050,-12.6892,0,-21.6324,
0,1051,13.0221,0,14.9526,
0,1052,12.9749,0,18.5959,
0,1053,12.9237,0,24.2308,
0,1054,12.9906,0,14.5522,
0,1055,12.9902,0,18.0843,
0,1056,13.0434,0,11.317,
0,1057,13.031,0,12.2483,
0,1058,13.0246,0,15.2174,
0,1059,12.9327,0,21.988,
0,1060,13.0113,0,13.9057,
0,1061,12.9877,0,17.4833,
0,1062,12.9332,0,4.83179,
0,1063,12.9638,0,0.809539,
0,1064,12.9261,0,2.31579,
0,1065,13.0105,0,-6.11956,
0,1066,12.9771,0,1.76865,
0,1067,12.9878,0,-2.14859,
0,1068,13.0256,0,-2.86173,
0,1069,13.0146,0,0.361347,
0,1070,12.8831,0,7.4684,
0,1071,12.9789,0,0.0206264,
0,1072,12.9511,0,1.29012,
0,1073,12.9843,0,2.73856,
0,1074,12.9179,0,6.56658,
0,1075,12.9976,0,-2.54863,
0,1076,12.999,0,-1.20637,
0,1077,12.9611,0,7.02335,
0,1078,13.0393,0,-23.8199,
0,1079,12.9901,0,-18.1424,
0,1080,13.0098,0,-24.2747,
0,1081,12.9537,0,-12.9995,
0,1082,12.9847,0,-23.1398,
0,1083,12.9516,0,-14.1323,
0,1084,12.9691,0,-21.765,
0,1085,13.039,0,-23.4934,
0,1086,12.973,0,-15.1571,
0,1087,12.9863,0,-19.9066,
0,1088,12.9894,0,-20.5839,
0,1089,12.994,0,-18.5958,
0,1090,12.9778,0,-14.5092,
1,1001,-12.7028,0,15.8244,
1,1002,-12.63,0,14.2688,
1,1003,-12.616,0,11.2304,
1,1004,-12.7082,0,12.0322,
1,1005,-12.6818,0,17.1944,
1,1006,-12.7089,0,4.56788,
1,1007,-12.6278,0,-3.25539,
1,1008,-12.7866,0,2.35482,
1,1009,-12.7917,0,2.0528,
1,1010,-12.6332,0,2.68952,
1,1011,-12.6459,0,-4.31524,
1,1012,-12.821,0,2.74899,
1,1013,-12.7277,0,-6.13937,
1,1014,-12.7303,0,3.47351,
1,1015,-12.8274,0,2.5191,
1,1016,-12.6624,0,3.08563,
1,1017,-12.6912,0,-2.86257,
1,1018,-12.493,0,4.24125,
1,1019,-12.704,0,-5.86456,
1,1020,-12.5507,0,-6.95539,
1,1021,-12.6591,0,3.78908,
1,1022,-12.6444,0,-2.29058,
1,1023,-12.5133,0,-5.68187,
1,1024,-13.0329,0,4.29169,
1,1025,-12.8171,0,-5.50335,
1,1026,-12.5235,0,2.09566,
1,1027,-12.6037,0,6.29197,
1,1028,-12.5888,0,-6.45506,
1,1029,-12.7011,0,-0.954135,
1,1030,-12.6973,0,-0.342577,
1,1031,-12.6373,0,-3.8693,
1,1032,-12.7516,0,-18.6916,
1,1033,-12.7173,0,-19.1065,
1,1034,-12.7389,0,-17.2152,
1,1035,-12.6815,0,-16.1891,
1,1036,-12.7389,0,-13.7395,
1,1037,-12.6209,0,-16.5776,
1,1038,-12.7543,0,-17.8675,
1,1039,-12.7105,0,-19.5714,
1,1040,-12.7778,0,-14.874,
1,1041,-12.6058,0,-23.9193,
1,1042,-12.6489,0,-18.2497,
1,1043,-12.8097,0,-11.6417,
1,1044,-12.7522,0,-16.8363,
1,1045,-12.9165,0,-16.6486,
1,1046,-12.6545,0,-23.1171,
1,1047,-12.7612,0,-16.9855,
1,1048,-12.6122,0,-22.3034,
1,1049,-12.7489,0,-14.3748,
1,1050,-12.6457,0,-21.6401,
1,1051,12.9998,0,14.9511,
1,1052,12.8649,0,18.7048,
1,1053,12.8368,0,24.2382,
1,1054,12.9199,0,14.4748,
1,1055,12.8548,0,17.9979,
1,1056,13.0084,0,11.3209,
1,1057,12.9327,0,12.5055,
1,1058,13.0088,0,15.451,
1,1059,12.7119,0,22.0085,
1,1060,12.9536,0,13.8677,
1,1061,12.8486,0,17.4502,
1,1062,12.7666,0,4.82808,
1,1063,12.8854,0,0.904096,
1,1064,12.868,0,2.32671,
1,1065,12.8765,0,-6.15877,
1,1066,12.9631,0,1.73182,
1,1067,12.9052,0,-2.00899,
1,1068,13.0127,0,-2.87916,
1,1069,13.002,0,0.261962,
1,1070,12.7574,0,7.63928,
1,1071,12.9419,0,-0.128754,
1,1072,12.9352,0,1.32429,
1,1073,12.9424,0,2.74846,
1,1074,12.7878,0,6.46399,
1,1075,12.8917,0,-2.47829,
1,1076,12.9307,0,-1.25815,
1,1077,12.9301,0,6.88464,
1,1078,13.0023,0,-23.9875,
1,1079,12.8972,0,-17.9999,
1,1080,12.9264,0,-24.4766,
1,1081,12.926,0,-13.0177,
1,1082,12.9183,0,-23.136,
1,1083,12.9339,0,-14.1735,
1,1084,12.836,0,-21.7754,
1,1085,13.0206,0,-23.5556,
1,1086,12.9483,0,-15.2163,
1,1087,12.922,0,-19.9147,
1,1088,12.8986,0,-20.8101,
1,1089,12.9515,0,-18.7127,
1,1090,12.9626,0,-14.7061,
1,1091,-12.7381,0,18.3566,
1,1092,-12.7476,0,16.3558,
1,1093,-12.7897,0,-4.51862,
1,1094,-12.7516,0,5.81953,
1,1095,-12.7999,0,3.30105,
1,1096,-12.7728,0,-1.72309,
1,1097,-12.7074,0,-6.56788,
1,1098,-12.9119,0,3.0149,
1,1099,-12.813,0,2.18273,
1,1100,-12.7202,0,-5.16175,
1,1101,-12.782,0,4.01316,
1,1102,-12.7867,0,4.1274,
1,1103,-12.7711,0,7.46897,
